datetime,datetime,random,year,month,day,sazonal,timeSeries
2022-01-01 00:00:00,2022-01-01 00:00:00,0.31474088098033426,2022,1,1,1.0,10.314740880980334
2022-01-01 01:00:00,2022-01-01 01:00:00,0.9618366689829527,2022,1,1,0.9999997588734665,10.961834257717618
2022-01-01 02:00:00,2022-01-01 02:00:00,0.08064589331593397,2022,1,1,0.9999990354939822,10.080636248255756
2022-01-01 03:00:00,2022-01-01 03:00:00,0.7570749698150987,2022,1,1,0.999997829861896,10.757053268434058
2022-01-01 04:00:00,2022-01-01 04:00:00,0.12216877850151753,2022,1,1,0.9999961419777894,10.122130198279411
2022-01-01 05:00:00,2022-01-01 05:00:00,0.9154628019532925,2022,1,1,0.9999939718424762,10.915402520378056
2022-01-01 06:00:00,2022-01-01 06:00:00,0.3965020271771408,2022,1,1,0.9999913194570031,10.396415221747171
2022-01-01 07:00:00,2022-01-01 07:00:00,0.0787725747129222,2022,1,1,0.9999881848226492,10.078654422939413
2022-01-01 08:00:00,2022-01-01 08:00:00,0.8641902629154915,2022,1,1,0.9999845679409262,10.864035942324753
2022-01-01 09:00:00,2022-01-01 09:00:00,0.6935674226111993,2022,1,1,0.9999804688135782,10.693372110746981
2022-01-01 10:00:00,2022-01-01 10:00:00,0.7671589384493341,2022,1,1,0.9999758874425823,10.766917812875157
2022-01-01 11:00:00,2022-01-01 11:00:00,0.11810893190532434,2022,1,1,0.9999708238301476,10.1178171702068
2022-01-01 12:00:00,2022-01-01 12:00:00,0.287432825658401,2022,1,1,0.9999652779787161,10.287085605445563
2022-01-01 13:00:00,2022-01-01 13:00:00,0.16790716604389389,2022,1,1,0.9999592498909624,10.16749966495352
2022-01-01 14:00:00,2022-01-01 14:00:00,0.5501771858283591,2022,1,1,0.9999527395697936,10.549704581526294
2022-01-01 15:00:00,2022-01-01 15:00:00,0.2971625070866464,2022,1,1,0.9999457470183493,10.29661997727014
2022-01-01 16:00:00,2022-01-01 16:00:00,0.9470526054759666,2022,1,1,0.9999382722400014,10.946435327875982
2022-01-01 17:00:00,2022-01-01 17:00:00,0.6900044811812305,2022,1,1,0.9999303152383551,10.68930763356478
2022-01-01 18:00:00,2022-01-01 18:00:00,0.3931223831190579,2022,1,1,0.9999218760172474,10.392341143291532
2022-01-01 19:00:00,2022-01-01 19:00:00,0.17113403035423203,2022,1,1,0.999912954580748,10.170263576161712
2022-01-01 20:00:00,2022-01-01 20:00:00,0.4208559556082856,2022,1,1,0.9999035509331596,10.419891464939882
2022-01-01 21:00:00,2022-01-01 21:00:00,0.5373707309404294,2022,1,1,0.9998936650790171,10.5363073817306
2022-01-01 22:00:00,2022-01-01 22:00:00,0.039195697710723176,2022,1,1,0.9998832970230879,10.038028667941601
2022-01-01 23:00:00,2022-01-01 23:00:00,0.20771362987017117,2022,1,1,0.9998724467703719,10.20643809757389
2022-01-02 00:00:00,2022-01-02 00:00:00,0.16370301560853207,2022,1,2,0.9998611143261019,10.16231415886955
2022-01-02 01:00:00,2022-01-02 01:00:00,0.005175608895393258,2022,1,2,0.9998492996957429,10.003668605852823
2022-01-02 02:00:00,2022-01-02 02:00:00,0.5438971652976505,2022,1,2,0.9998370028849926,10.542267194147577
2022-01-02 03:00:00,2022-01-02 03:00:00,0.9177976404347464,2022,1,2,0.999824223899781,10.916039879432557
2022-01-02 04:00:00,2022-01-02 04:00:00,0.8689616189958782,2022,1,2,0.9998109627462709,10.867071246458586
2022-01-02 05:00:00,2022-01-02 05:00:00,0.9949793606854568,2022,1,2,0.9997972194308576,10.992951554994034
2022-01-02 06:00:00,2022-01-02 06:00:00,0.5203587972597227,2022,1,2,0.9997829939601689,10.518188736861411
2022-01-02 07:00:00,2022-01-02 07:00:00,0.4891286736565126,2022,1,2,0.999768286341065,10.486811537067162
2022-01-02 08:00:00,2022-01-02 08:00:00,0.01518927164605488,2022,1,2,0.9997530965806385,10.01272023745244
2022-01-02 09:00:00,2022-01-02 09:00:00,0.3043392269063706,2022,1,2,0.999737424686215,10.301713473768519
2022-01-02 10:00:00,2022-01-02 10:00:00,0.8527111842347991,2022,1,2,0.9997212706653522,10.849923890888322
2022-01-02 11:00:00,2022-01-02 11:00:00,0.0017429892149876114,2022,1,2,0.9997046345258405,9.998789334473392
2022-01-02 12:00:00,2022-01-02 12:00:00,0.9769305111311027,2022,1,2,0.9996875162757026,10.97380567388813
2022-01-02 13:00:00,2022-01-02 13:00:00,0.7064488514997819,2022,1,2,0.9996699159231939,10.703148010731722
2022-01-02 14:00:00,2022-01-02 14:00:00,0.69023060794182,2022,1,2,0.9996518334768022,10.68674894270984
2022-01-02 15:00:00,2022-01-02 15:00:00,0.8646725229478927,2022,1,2,0.9996332689452478,10.861005212400372
2022-01-02 16:00:00,2022-01-02 16:00:00,0.42893030141927213,2022,1,2,0.9996142223374836,10.425072524794109
2022-01-02 17:00:00,2022-01-02 17:00:00,0.0311023007210115,2022,1,2,0.9995946936626949,10.027049237347962
2022-01-02 18:00:00,2022-01-02 18:00:00,0.02287151048951941,2022,1,2,0.9995746829302993,10.018618339792512
2022-01-02 19:00:00,2022-01-02 19:00:00,0.8360246460014937,2022,1,2,0.9995541901499472,10.831566547500966
2022-01-02 20:00:00,2022-01-02 20:00:00,0.37744811867283246,2022,1,2,0.9995332153315211,10.372780271988043
2022-01-02 21:00:00,2022-01-02 21:00:00,0.9897339711404622,2022,1,2,0.9995117584851364,10.984851555991826
2022-01-02 22:00:00,2022-01-02 22:00:00,0.43166118266436193,2022,1,2,0.9994898196211406,10.426559378875767
2022-01-02 23:00:00,2022-01-02 23:00:00,0.8899190022774898,2022,1,2,0.9994673987501137,10.884592989778627
2022-01-03 00:00:00,2022-01-03 00:00:00,0.35686346136762015,2022,1,3,0.9994444958828685,10.351308420196306
2022-01-03 01:00:00,2022-01-03 01:00:00,0.5205163845051727,2022,1,3,0.9994211110304497,10.514727494809671
2022-01-03 02:00:00,2022-01-03 02:00:00,0.401208114021944,2022,1,3,0.999397244204135,10.395180556063295
2022-01-03 03:00:00,2022-01-03 03:00:00,0.72362645220147,2022,1,3,0.999372895415434,10.717355406355809
2022-01-03 04:00:00,2022-01-03 04:00:00,0.645937702572786,2022,1,3,0.999348064676089,10.639418349333676
2022-01-03 05:00:00,2022-01-03 05:00:00,0.9273325084689016,2022,1,3,0.999322751998075,10.920560028449652
2022-01-03 06:00:00,2022-01-03 06:00:00,0.6985200127217486,2022,1,3,0.9992969573935987,10.691489586657736
2022-01-03 07:00:00,2022-01-03 07:00:00,0.8055134723265777,2022,1,3,0.9992706808750998,10.798220281077576
2022-01-03 08:00:00,2022-01-03 08:00:00,0.6015301184435534,2022,1,3,0.9992439224552503,10.593969342996056
2022-01-03 09:00:00,2022-01-03 09:00:00,0.8952672225436731,2022,1,3,0.9992166821469545,10.887434044013217
2022-01-03 10:00:00,2022-01-03 10:00:00,0.41132190048518424,2022,1,3,0.999188959963349,10.403211500118674
2022-01-03 11:00:00,2022-01-03 11:00:00,0.3384091628796312,2022,1,3,0.9991607559178031,10.330016722057662
2022-01-03 12:00:00,2022-01-03 12:00:00,0.1940431464464515,2022,1,3,0.9991320700239181,10.185363846685634
2022-01-03 13:00:00,2022-01-03 13:00:00,0.2211100861714489,2022,1,3,0.9991029022955281,10.21213910912673
2022-01-03 14:00:00,2022-01-03 14:00:00,0.4509041912230144,2022,1,3,0.9990732527466991,10.441636718690004
2022-01-03 15:00:00,2022-01-03 15:00:00,0.761901376420244,2022,1,3,0.9990431213917298,10.752332590337542
2022-01-03 16:00:00,2022-01-03 16:00:00,0.69944337390113,2022,1,3,0.9990125082451511,10.68956845635264
2022-01-03 17:00:00,2022-01-03 17:00:00,0.36105554547828955,2022,1,3,0.9989814133217262,10.350869678695553
2022-01-03 18:00:00,2022-01-03 18:00:00,0.5317049097140643,2022,1,3,0.9989498366364509,10.521203276078571
2022-01-03 19:00:00,2022-01-03 19:00:00,0.05013322860688585,2022,1,3,0.998917778204553,10.039311010652415
2022-01-03 20:00:00,2022-01-03 20:00:00,0.00238311413426584,2022,1,3,0.9988852380414929,9.991235494549196
2022-01-03 21:00:00,2022-01-03 21:00:00,0.4834283653287247,2022,1,3,0.998852216162963,10.471950526958356
2022-01-03 22:00:00,2022-01-03 22:00:00,0.7649838153547398,2022,1,3,0.9988187125848885,10.753170941203624
2022-01-03 23:00:00,2022-01-03 23:00:00,0.6720502620046109,2022,1,3,0.9987847273234264,10.659897535238875
2022-01-04 00:00:00,2022-01-04 00:00:00,0.08437539256420568,2022,1,4,0.9987502603949663,10.07187799651387
2022-01-04 01:00:00,2022-01-04 01:00:00,0.2511004735611331,2022,1,4,0.9987153118161298,10.238253591722431
2022-01-04 02:00:00,2022-01-04 02:00:00,0.26029686711925637,2022,1,4,0.9986798816037711,10.247095683156967
2022-01-04 03:00:00,2022-01-04 03:00:00,0.8308505295556543,2022,1,4,0.9986439697749765,10.817290227305419
2022-01-04 04:00:00,2022-01-04 04:00:00,0.1981391604788192,2022,1,4,0.9986075763470647,10.184214923949465
2022-01-04 05:00:00,2022-01-04 05:00:00,0.5045623260811934,2022,1,4,0.9985707013375863,10.490269339457058
2022-01-04 06:00:00,2022-01-04 06:00:00,0.9408349806710034,2022,1,4,0.9985333447643246,10.926168428314249
2022-01-04 07:00:00,2022-01-04 07:00:00,0.31762807976127827,2022,1,4,0.9984955066452949,10.302583146214227
2022-01-04 08:00:00,2022-01-04 08:00:00,0.4341402962271177,2022,1,4,0.9984571869987445,10.418712166214561
2022-01-04 09:00:00,2022-01-04 09:00:00,0.35980015165600443,2022,1,4,0.9984183858431536,10.34398401008754
2022-01-04 10:00:00,2022-01-04 10:00:00,0.9101161230315229,2022,1,4,0.9983791031972338,10.89390715500386
2022-01-04 11:00:00,2022-01-04 11:00:00,0.14597246031686806,2022,1,4,0.9983393390799294,10.129365851116162
2022-01-04 12:00:00,2022-01-04 12:00:00,0.12005948004915556,2022,1,4,0.9982990935104169,10.103050415153325
2022-01-04 13:00:00,2022-01-04 13:00:00,0.35236769965955284,2022,1,4,0.9982583665081046,10.334951364740599
2022-01-04 14:00:00,2022-01-04 14:00:00,0.1970194510406056,2022,1,4,0.9982171580926334,10.179191031966939
2022-01-04 15:00:00,2022-01-04 15:00:00,0.5155135545784344,2022,1,4,0.9981754682838762,10.497268237417197
2022-01-04 16:00:00,2022-01-04 16:00:00,0.04991190102961651,2022,1,4,0.9981332971019379,10.031244872048996
2022-01-04 17:00:00,2022-01-04 17:00:00,0.17068466752111133,2022,1,4,0.9980906445671558,10.15159111319267
2022-01-04 18:00:00,2022-01-04 18:00:00,0.875012173740002,2022,1,4,0.9980475107000991,10.855487280740993
2022-01-04 19:00:00,2022-01-04 19:00:00,0.42383803960839084,2022,1,4,0.9980038955215694,10.403876994824085
2022-01-04 20:00:00,2022-01-04 20:00:00,0.8996722166858784,2022,1,4,0.9979597990526001,10.87927020721188
2022-01-04 21:00:00,2022-01-04 21:00:00,0.23547232295784237,2022,1,4,0.9979152213144571,10.214624536102413
2022-01-04 22:00:00,2022-01-04 22:00:00,0.20970944842442585,2022,1,4,0.9978701623286378,10.188411071710805
2022-01-04 23:00:00,2022-01-04 23:00:00,0.253836680201176,2022,1,4,0.9978246221168723,10.2320829013699
2022-01-05 00:00:00,2022-01-05 00:00:00,0.614066364038369,2022,1,5,0.9977786007011223,10.591852371049592
2022-01-05 01:00:00,2022-01-05 01:00:00,0.8641951382374425,2022,1,5,0.997732098103582,10.841516119273264
2022-01-05 02:00:00,2022-01-05 02:00:00,0.21344213443780147,2022,1,5,0.9976851143466773,10.190293277904575
