datetime,datetime,year,month,day,random,sazonal,timeSeries
2009-01-01 00:00:00,2009-01-01 00:00:00,2009,1,1,0.004180884438231169,1.0,10.004180884438231
2009-01-01 01:00:00,2009-01-01 01:00:00,2009,1,1,0.6075949189058254,0.9999997588734665,10.60759250764049
2009-01-01 02:00:00,2009-01-01 02:00:00,2009,1,1,0.00020026822180740922,0.9999990354939822,10.000190623161629
2009-01-01 03:00:00,2009-01-01 03:00:00,2009,1,1,0.9185300527943778,0.999997829861896,10.918508351413337
2009-01-01 04:00:00,2009-01-01 04:00:00,2009,1,1,0.1532400226955405,0.9999961419777894,10.153201442473433
2009-01-01 05:00:00,2009-01-01 05:00:00,2009,1,1,0.2317395392906667,0.9999939718424762,10.23167925771543
2009-01-01 06:00:00,2009-01-01 06:00:00,2009,1,1,0.543534815840598,0.9999913194570031,10.543448010410629
2009-01-01 07:00:00,2009-01-01 07:00:00,2009,1,1,0.5437520835617708,0.9999881848226492,10.543633931788262
2009-01-01 08:00:00,2009-01-01 08:00:00,2009,1,1,0.14841116239077268,0.9999845679409262,10.148256841800034
2009-01-01 09:00:00,2009-01-01 09:00:00,2009,1,1,0.7505031080790456,0.9999804688135782,10.750307796214829
2009-01-01 10:00:00,2009-01-01 10:00:00,2009,1,1,0.4284162355986084,0.9999758874425823,10.42817511002443
2009-01-01 11:00:00,2009-01-01 11:00:00,2009,1,1,0.20152984947837393,0.9999708238301476,10.201238087779851
2009-01-01 12:00:00,2009-01-01 12:00:00,2009,1,1,0.46954196648498436,0.9999652779787161,10.469194746272146
2009-01-01 13:00:00,2009-01-01 13:00:00,2009,1,1,0.9737410203045442,0.9999592498909624,10.973333519214169
2009-01-01 14:00:00,2009-01-01 14:00:00,2009,1,1,0.9482778588086558,0.9999527395697936,10.94780525450659
2009-01-01 15:00:00,2009-01-01 15:00:00,2009,1,1,0.3761335009647645,0.9999457470183493,10.375590971148258
2009-01-01 16:00:00,2009-01-01 16:00:00,2009,1,1,0.7980091588863294,0.9999382722400014,10.797391881286345
2009-01-01 17:00:00,2009-01-01 17:00:00,2009,1,1,0.7741766161015982,0.9999303152383551,10.77347976848515
2009-01-01 18:00:00,2009-01-01 18:00:00,2009,1,1,0.35936666939864237,0.9999218760172474,10.358585429571116
