datetime,datetime,year,month,day,random,sazonal,timeSeries
2004-01-01 00:00:00,2004-01-01 00:00:00,2004,1,1,0.34991960947487055,1.0,10.34991960947487
2004-01-01 01:00:00,2004-01-01 01:00:00,2004,1,1,0.7212058012416506,0.9999997588734665,10.721203389976315
2004-01-01 02:00:00,2004-01-01 02:00:00,2004,1,1,0.21978053181648327,0.9999990354939822,10.219770886756304
2004-01-01 03:00:00,2004-01-01 03:00:00,2004,1,1,0.5874087911081932,0.999997829861896,10.587387089727153
2004-01-01 04:00:00,2004-01-01 04:00:00,2004,1,1,0.4859000391969055,0.9999961419777894,10.4858614589748
2004-01-01 05:00:00,2004-01-01 05:00:00,2004,1,1,0.5760420188348879,0.9999939718424762,10.575981737259651
2004-01-01 06:00:00,2004-01-01 06:00:00,2004,1,1,0.4399169786056121,0.9999913194570031,10.439830173175643
2004-01-01 07:00:00,2004-01-01 07:00:00,2004,1,1,0.4223619224398414,0.9999881848226492,10.422243770666334
2004-01-01 08:00:00,2004-01-01 08:00:00,2004,1,1,0.20504345547747815,0.9999845679409262,10.20488913488674
2004-01-01 09:00:00,2004-01-01 09:00:00,2004,1,1,0.2869153596660283,0.9999804688135782,10.286720047801811
2004-01-01 10:00:00,2004-01-01 10:00:00,2004,1,1,0.6297338247506743,0.9999758874425823,10.629492699176497
2004-01-01 11:00:00,2004-01-01 11:00:00,2004,1,1,0.5181683791719872,0.9999708238301476,10.517876617473464
2004-01-01 12:00:00,2004-01-01 12:00:00,2004,1,1,0.5141973207083796,0.9999652779787161,10.513850100495542
2004-01-01 13:00:00,2004-01-01 13:00:00,2004,1,1,0.32609031813115263,0.9999592498909624,10.325682817040777
2004-01-01 14:00:00,2004-01-01 14:00:00,2004,1,1,0.8850050866653927,0.9999527395697936,10.884532482363328
2004-01-01 15:00:00,2004-01-01 15:00:00,2004,1,1,0.08490560450928997,0.9999457470183493,10.084363074692783
2004-01-01 16:00:00,2004-01-01 16:00:00,2004,1,1,0.22905960175846996,0.9999382722400014,10.228442324158484
2004-01-01 17:00:00,2004-01-01 17:00:00,2004,1,1,0.7983419543214024,0.9999303152383551,10.797645106704953
2004-01-01 18:00:00,2004-01-01 18:00:00,2004,1,1,0.12530489332492345,0.9999218760172474,10.124523653497397
2004-01-01 19:00:00,2004-01-01 19:00:00,2004,1,1,0.965933771120229,0.999912954580748,10.96506331692771
2004-01-01 20:00:00,2004-01-01 20:00:00,2004,1,1,0.9825596052941774,0.9999035509331596,10.981595114625774
2004-01-01 21:00:00,2004-01-01 21:00:00,2004,1,1,0.06249257920498441,0.9998936650790171,10.061429229995156
2004-01-01 22:00:00,2004-01-01 22:00:00,2004,1,1,0.5995772042649951,0.9998832970230879,10.598410174495873
2004-01-01 23:00:00,2004-01-01 23:00:00,2004,1,1,0.05813797666563725,0.9998724467703719,10.056862444369356
2004-01-02 00:00:00,2004-01-02 00:00:00,2004,1,2,0.17014136675292502,0.9998611143261019,10.168752510013945
2004-01-02 01:00:00,2004-01-02 01:00:00,2004,1,2,0.8705127489715972,0.9998492996957429,10.869005745929027
2004-01-02 02:00:00,2004-01-02 02:00:00,2004,1,2,0.9078843567772777,0.9998370028849926,10.906254385627204
2004-01-02 03:00:00,2004-01-02 03:00:00,2004,1,2,0.1622350719704715,0.999824223899781,10.16047731096828
2004-01-02 04:00:00,2004-01-02 04:00:00,2004,1,2,0.4846743385881428,0.9998109627462709,10.482783966050851
2004-01-02 05:00:00,2004-01-02 05:00:00,2004,1,2,0.5067356522060183,0.9997972194308576,10.504707846514595
2004-01-02 06:00:00,2004-01-02 06:00:00,2004,1,2,0.16978503116674248,0.9997829939601689,10.167614970768431
2004-01-02 07:00:00,2004-01-02 07:00:00,2004,1,2,0.5954841676269597,0.999768286341065,10.59316703103761
2004-01-02 08:00:00,2004-01-02 08:00:00,2004,1,2,0.5851954859448391,0.9997530965806385,10.582726451751224
2004-01-02 09:00:00,2004-01-02 09:00:00,2004,1,2,0.9398355544145485,0.999737424686215,10.937209801276698
2004-01-02 10:00:00,2004-01-02 10:00:00,2004,1,2,0.32626619182408967,0.9997212706653522,10.323478898477612
2004-01-02 11:00:00,2004-01-02 11:00:00,2004,1,2,0.3678619321617431,0.9997046345258405,10.364908277420147
2004-01-02 12:00:00,2004-01-02 12:00:00,2004,1,2,0.620176430640342,0.9996875162757026,10.617051593397369
2004-01-02 13:00:00,2004-01-02 13:00:00,2004,1,2,0.9214013635035463,0.9996699159231939,10.918100522735486
2004-01-02 14:00:00,2004-01-02 14:00:00,2004,1,2,0.13111997291745536,0.9996518334768022,10.127638307685476
2004-01-02 15:00:00,2004-01-02 15:00:00,2004,1,2,0.6704342112741061,0.9996332689452478,10.666766900726584
2004-01-02 16:00:00,2004-01-02 16:00:00,2004,1,2,0.6967836658611508,0.9996142223374836,10.692925889235987
2004-01-02 17:00:00,2004-01-02 17:00:00,2004,1,2,0.08217009864771041,0.9995946936626949,10.07811703527466
2004-01-02 18:00:00,2004-01-02 18:00:00,2004,1,2,0.3228450533429944,0.9995746829302993,10.318591882645988
2004-01-02 19:00:00,2004-01-02 19:00:00,2004,1,2,0.9622571853912161,0.9995541901499472,10.957799086890688
2004-01-02 20:00:00,2004-01-02 20:00:00,2004,1,2,0.4499233344375364,0.9995332153315211,10.445255487752746
2004-01-02 21:00:00,2004-01-02 21:00:00,2004,1,2,0.04114950185948285,0.9995117584851364,10.036267086710847
2004-01-02 22:00:00,2004-01-02 22:00:00,2004,1,2,0.28553477132667127,0.9994898196211406,10.280432967538077
2004-01-02 23:00:00,2004-01-02 23:00:00,2004,1,2,0.6539469684363298,0.9994673987501137,10.648620955937467
2004-01-03 00:00:00,2004-01-03 00:00:00,2004,1,3,0.4508130806511952,0.9994444958828685,10.445258039479882
2004-01-03 01:00:00,2004-01-03 01:00:00,2004,1,3,0.9100957616003312,0.9994211110304497,10.90430687190483
2004-01-03 02:00:00,2004-01-03 02:00:00,2004,1,3,0.19829079387753235,0.999397244204135,10.192263235918883
2004-01-03 03:00:00,2004-01-03 03:00:00,2004,1,3,0.3400543953711651,0.999372895415434,10.333783349525504
2004-01-03 04:00:00,2004-01-03 04:00:00,2004,1,3,0.023143119573351023,0.999348064676089,10.016623766334241
2004-01-03 05:00:00,2004-01-03 05:00:00,2004,1,3,0.22798743347888584,0.999322751998075,10.221214953459635
2004-01-03 06:00:00,2004-01-03 06:00:00,2004,1,3,0.9578987232199682,0.9992969573935987,10.950868297155955
2004-01-03 07:00:00,2004-01-03 07:00:00,2004,1,3,0.8570675068878012,0.9992706808750998,10.8497743156388
2004-01-03 08:00:00,2004-01-03 08:00:00,2004,1,3,0.28220545557753096,0.9992439224552503,10.274644680130033
2004-01-03 09:00:00,2004-01-03 09:00:00,2004,1,3,0.8967567489719235,0.9992166821469545,10.888923570441467
2004-01-03 10:00:00,2004-01-03 10:00:00,2004,1,3,0.211158503779881,0.999188959963349,10.203048103413371
2004-01-03 11:00:00,2004-01-03 11:00:00,2004,1,3,0.5275245073314887,0.9991607559178031,10.519132066509519
2004-01-03 12:00:00,2004-01-03 12:00:00,2004,1,3,0.854327155666739,0.9991320700239181,10.845647855905922
2004-01-03 13:00:00,2004-01-03 13:00:00,2004,1,3,0.21975937834096082,0.9991029022955281,10.210788401296242
2004-01-03 14:00:00,2004-01-03 14:00:00,2004,1,3,0.982515341062103,0.9990732527466991,10.973247868529093
2004-01-03 15:00:00,2004-01-03 15:00:00,2004,1,3,0.83809974887081,0.9990431213917298,10.828530962788108
2004-01-03 16:00:00,2004-01-03 16:00:00,2004,1,3,0.21455684651542217,0.9990125082451511,10.204681928966934
2004-01-03 17:00:00,2004-01-03 17:00:00,2004,1,3,0.9585000768503305,0.9989814133217262,10.948314210067593
2004-01-03 18:00:00,2004-01-03 18:00:00,2004,1,3,0.5154153709967136,0.9989498366364509,10.504913737361221
2004-01-03 19:00:00,2004-01-03 19:00:00,2004,1,3,0.6908662898244899,0.998917778204553,10.68004407187002
2004-01-03 20:00:00,2004-01-03 20:00:00,2004,1,3,0.304687306181614,0.9988852380414929,10.293539686596544
2004-01-03 21:00:00,2004-01-03 21:00:00,2004,1,3,0.2403139539030198,0.998852216162963,10.22883611553265
2004-01-03 22:00:00,2004-01-03 22:00:00,2004,1,3,0.30373852217366504,0.9988187125848885,10.29192564802255
2004-01-03 23:00:00,2004-01-03 23:00:00,2004,1,3,0.91363206459707,0.9987847273234264,10.901479337831335
2004-01-04 00:00:00,2004-01-04 00:00:00,2004,1,4,0.6613824637139903,0.9987502603949663,10.648885067663652
2004-01-04 01:00:00,2004-01-04 01:00:00,2004,1,4,0.9492106431560534,0.9987153118161298,10.936363761317352
2004-01-04 02:00:00,2004-01-04 02:00:00,2004,1,4,0.09705359958743254,0.9986798816037711,10.083852415625143
2004-01-04 03:00:00,2004-01-04 03:00:00,2004,1,4,0.44596422909505107,0.9986439697749765,10.432403926844815
2004-01-04 04:00:00,2004-01-04 04:00:00,2004,1,4,0.46834569500304823,0.9986075763470647,10.454421458473695
2004-01-04 05:00:00,2004-01-04 05:00:00,2004,1,4,0.9591400518348346,0.9985707013375863,10.944847065210698
2004-01-04 06:00:00,2004-01-04 06:00:00,2004,1,4,0.4621846171198595,0.9985333447643246,10.447518064763106
2004-01-04 07:00:00,2004-01-04 07:00:00,2004,1,4,0.15921030173641249,0.9984955066452949,10.14416536818936
2004-01-04 08:00:00,2004-01-04 08:00:00,2004,1,4,0.536505212539561,0.9984571869987445,10.521077082527006
2004-01-04 09:00:00,2004-01-04 09:00:00,2004,1,4,0.4185869992020045,0.9984183858431536,10.40277085763354
2004-01-04 10:00:00,2004-01-04 10:00:00,2004,1,4,0.6545745012508042,0.9983791031972338,10.638365533223142
2004-01-04 11:00:00,2004-01-04 11:00:00,2004,1,4,0.5007333630942309,0.9983393390799294,10.484126753893525
2004-01-04 12:00:00,2004-01-04 12:00:00,2004,1,4,0.7292115400152848,0.9982990935104169,10.712202475119454
2004-01-04 13:00:00,2004-01-04 13:00:00,2004,1,4,0.9939945909785227,0.9982583665081046,10.976578256059568
2004-01-04 14:00:00,2004-01-04 14:00:00,2004,1,4,0.5592659946235485,0.9982171580926334,10.541437575549882
2004-01-04 15:00:00,2004-01-04 15:00:00,2004,1,4,0.06987511266323698,0.9981754682838762,10.051629795501999
2004-01-04 16:00:00,2004-01-04 16:00:00,2004,1,4,0.7792858380162386,0.9981332971019379,10.760618809035618
2004-01-04 17:00:00,2004-01-04 17:00:00,2004,1,4,0.11830222714484606,0.9980906445671558,10.099208672816404
2004-01-04 18:00:00,2004-01-04 18:00:00,2004,1,4,0.6644258675486979,0.9980475107000991,10.644900974549689
2004-01-04 19:00:00,2004-01-04 19:00:00,2004,1,4,0.008423553694825947,0.9980038955215694,9.98846250891052
2004-01-04 20:00:00,2004-01-04 20:00:00,2004,1,4,0.5970576954409075,0.9979597990526001,10.576655685966909
2004-01-04 21:00:00,2004-01-04 21:00:00,2004,1,4,0.9331453952881845,0.9979152213144571,10.912297608432755
2004-01-04 22:00:00,2004-01-04 22:00:00,2004,1,4,0.9347323824180435,0.9978701623286378,10.913434005704422
2004-01-04 23:00:00,2004-01-04 23:00:00,2004,1,4,0.7008646234364768,0.9978246221168723,10.6791108446052
2004-01-05 00:00:00,2004-01-05 00:00:00,2004,1,5,0.01745760645956307,0.9977786007011223,9.995243613470787
2004-01-05 01:00:00,2004-01-05 01:00:00,2004,1,5,0.8646524432177756,0.997732098103582,10.841973424253595
2004-01-05 02:00:00,2004-01-05 02:00:00,2004,1,5,0.6599232543388445,0.9976851143466773,10.636774397805617
2004-01-05 03:00:00,2004-01-05 03:00:00,2004,1,5,0.09904032733402268,0.9976376494530662,10.075416821864685
2004-01-05 04:00:00,2004-01-05 04:00:00,2004,1,5,0.9298924153056525,0.9975897034456389,10.905789449762041
2004-01-05 05:00:00,2004-01-05 05:00:00,2004,1,5,0.41756941954641613,0.9975412763475174,10.39298218302159
2004-01-05 06:00:00,2004-01-05 06:00:00,2004,1,5,0.07029991895420529,0.997492368182056,10.045223600774765
2004-01-05 07:00:00,2004-01-05 07:00:00,2004,1,5,0.14891015768007632,0.9974429789728406,10.123339947408482
2004-01-05 08:00:00,2004-01-05 08:00:00,2004,1,5,0.7382716479062329,0.9973931087436895,10.712202735343128
2004-01-05 09:00:00,2004-01-05 09:00:00,2004,1,5,0.35611535733977506,0.9973427575186525,10.3295429325263
