datetime,datetime,year,month,day,random,sazonal,timeSeries
2032-01-01 00:00:00,2032-01-01 00:00:00,2032,1,1,0.8508486266051201,1.0,10.85084862660512
2032-01-01 01:00:00,2032-01-01 01:00:00,2032,1,1,0.44829929027023374,0.9999997588734665,10.448296879004898
2032-01-01 02:00:00,2032-01-01 02:00:00,2032,1,1,0.06184353670016718,0.9999990354939822,10.061833891639989
2032-01-01 03:00:00,2032-01-01 03:00:00,2032,1,1,0.8888908175138144,0.999997829861896,10.888869116132774
2032-01-01 04:00:00,2032-01-01 04:00:00,2032,1,1,0.15038066511106696,0.9999961419777894,10.15034208488896
2032-01-01 05:00:00,2032-01-01 05:00:00,2032,1,1,0.5197279898016487,0.9999939718424762,10.519667708226411
2032-01-01 06:00:00,2032-01-01 06:00:00,2032,1,1,0.3266693545710849,0.9999913194570031,10.326582549141115
2032-01-01 07:00:00,2032-01-01 07:00:00,2032,1,1,0.044060422264504795,0.9999881848226492,10.043942270490996
2032-01-01 08:00:00,2032-01-01 08:00:00,2032,1,1,0.9797153784325233,0.9999845679409262,10.979561057841785
2032-01-01 09:00:00,2032-01-01 09:00:00,2032,1,1,0.5386378941573761,0.9999804688135782,10.538442582293158
2032-01-01 10:00:00,2032-01-01 10:00:00,2032,1,1,0.45692160533348736,0.9999758874425823,10.45668047975931
2032-01-01 11:00:00,2032-01-01 11:00:00,2032,1,1,0.05941312106421914,0.9999708238301476,10.059121359365696
2032-01-01 12:00:00,2032-01-01 12:00:00,2032,1,1,0.4969372240736416,0.9999652779787161,10.496590003860804
2032-01-01 13:00:00,2032-01-01 13:00:00,2032,1,1,0.8438649937455163,0.9999592498909624,10.84345749265514
2032-01-01 14:00:00,2032-01-01 14:00:00,2032,1,1,0.08108604096452765,0.9999527395697936,10.080613436662462
2032-01-01 15:00:00,2032-01-01 15:00:00,2032,1,1,0.605934788834017,0.9999457470183493,10.60539225901751
2032-01-01 16:00:00,2032-01-01 16:00:00,2032,1,1,0.30328944732838636,0.9999382722400014,10.302672169728401
