fid,bin,bbl,gr_area,bldg_area,prop_gr,cnstrct_yr,doitt_id,heightroof,feat_code,groundelev,qa,notes,classified,digitized,newlyadded,original_source,address,borough,ownertype,zonedist1,spdist1,bbl_fixed,xcoord,ycoord
131,2122918,2057097501,3511.26673,19139.79712,0.18345,2009,1117954,51.82691,2100,21,Good,,1,0,0,classification,3050 CORLEAR AVENUE,BX,,R6,,0,-73.90778,40.87985
132,2009254,2028820216,4420.01958,46819.92667,0.0944,1974,414562,35.44,2100,7,Good,,1,0,0,classification,WEST 176 STREET,BX,O,PARKNYS,,0,-73.92119,40.85395
133,1087057,1002737501,60.85249,2103.09512,0.02893,1912,447260,100.52,2100,28,Good,,0,0,1,greenroofs.com,142 HENRY STREET,MN,,R7-2,,0,-73.99037,40.71326
134,2115299,2030310021,2810.38315,8384.39266,0.33519,2005,1021442,73.82,2100,45,Good,,1,1,0,DEP,2348 WEBSTER AVENUE,BX,P,R7-1,,0,-73.8945,40.85736
135,3001727,3002320001,8855.57533,44246.05255,0.20014,1971,420522,297.91005,2100,81,Good,,1,0,0,classification,79 CLARK STREET,BK,P,R8,,0,-73.99243,40.6977
136,4052720,4022510054,8406.48106,29285.57929,0.28705,1951,687446,70,2100,62,Good,on top of parking garage,1,0,0,classification,72-61 113 STREET,QN,,R6,,0,-73.8357,40.72077
137,1087583,1000730002,3950.33932,20300.48699,0.19459,1900,1264532,19.02184,2100,8,Good,,1,0,0,classification,PIER-15 SOUTH STREET,MN,C,C4-6,LM,0,-74.00349,40.70478
138,3319420,3002380035,4222.38408,39532.3491,0.10681,1971,788765,130.91596,2100,85,Good,,1,0,0,classification,10 CLINTON STREET,BK,P,R8,,0,-73.99183,40.69627
139,1012092,1006410058,862.68124,3227.9506,0.26725,1948,1255839,42.13438,2100,16,Good,,1,0,0,classification,802 GREENWICH STREET,MN,,R6,,0,-74.00668,40.73775
140,1018338,1008860074,538.00827,1652.31827,0.32561,1910,604525,46.68,2100,29,Good,,1,0,0,classification,124 EAST 31 STREET,MN,P,C4-5A,,0,-73.98171,40.74455
141,1008502,1005300062,905.0737,6530.57642,0.13859,0,850811,36.58,2100,41,Good,,1,0,0,classification,358 LAFAYETTE STREET,MN,P,M1-5B,,1,-73.99419,40.72695
142,2117807,2031460067,437.91467,2910.11651,0.15048,,1269791,54.91512,5100,116,Good,,1,0,0,classification,2311 TIEBOUT AVENUE,BX,P,R7-1,,0,-73.89713,40.85705
143,4439898,4051650001,8324.8772,163605.6279,0.05088,1957,859178,103.07341,2100,56,Good,,1,0,0,classification,56-45 MAIN STREET,QN,X,R6,,0,-73.82459,40.74697
144,4539469,4050667501,23421.54926,108557.7383,0.21575,0,1107493,194.08418,2100,9,Good,,1,0,0,classification,40-22 COLLEGE POINT BLVD,QN,,C4-2,,1,-73.83522,40.75695
145,2009244,2028810040,1396.08515,1882.94933,0.74144,2010,1119409,51.78001,2100,32,Good,,1,0,0,classification,1854 CEDAR AVENUE,BX,P,R6,,0,-73.91876,40.85393
146,1079376,1003530040,674.16447,3306.55446,0.20389,1900,996624,41.48,2100,31,Good,,1,0,0,classification,128 DELANCEY STREET,MN,,C6-2A,,0,-73.98742,40.71872
147,1020562,1009270036,367.96292,945.73301,0.38908,1910,325251,42.12,2100,14,Good,,1,0,0,classification,334 EAST 22 STREET,MN,,R8B,,0,-73.97985,40.73642
148,1014732,1007950044,4233.25942,20574.67815,0.20575,1902,563500,134.36,2100,33,Good,,1,1,0,greenroofs.com,641 AVENUE OF THE AMER,MN,,C6-2A,,0,-73.99455,40.74097
149,1022557,1009910059,1039.79077,65516.358,0.01587,1950,567090,71.77,2100,10,Good,,1,0,0,classification,24-50 FDR DRIVE,MN,C,R8,,0,-73.97333,40.73641
150,1087239,1000160260,9737.15883,69806.32006,0.13949,2006,1106472,740.71411,2100,9,Good,,1,1,0,Visual - pre-classification,200 WEST STREET,MN,X,BPC,BPC,0,-74.01452,40.71437
151,1016139,1008460064,254.29637,5605.11479,0.04537,1900,542582,86.71,2100,42,Good,,1,0,0,classification,18 EAST 18 STREET,MN,P,M1-5M,,0,-73.99069,40.73788
152,1084473,1019730001,3137.70688,48764.18053,0.06434,1901,186607,132.37,2100,139,Good,,1,1,0,DEP,530 WEST 120 STREET,MN,P,R8,,0,-73.96115,40.80916
153,3004885,3003530048,121.93389,717.2144,0.17001,1931,313543,37.22,2100,18,Good,,0,1,0,greenroofs.com,83 SUMMIT STREET,BK,,R6A,,0,-74.00354,40.68239
154,1024832,1010257502,1496.71672,23565.62966,0.06351,2003,985160,405.89,2100,68,Good,at least some green roof,1,0,0,classification,890 8 AVENUE,MN,,C6-4,MID,0,-73.98399,40.76431
155,1011189,1006200019,1404.83141,14830.00428,0.09473,1962,794045,64.8,2100,26,Good,,1,0,0,classification,350 BLEECKER STREET,MN,,C1-6,,0,-74.00492,40.73446
156,2047124,2042260006,2521.65364,43011.15072,0.05863,1977,121305,97.34,2100,22,Good,at least some green roof,1,0,0,classification,1740 EASTCHESTER ROAD,BX,P,C4-2A,,0,-73.84386,40.84787
157,2101002,2043330001,4197.38298,33126.43807,0.12671,1936,435829,52.04,2100,56,Good,,1,1,0,DPR,1129 EAST 180 STREET,BX,C,PARK,,0,-73.87043,40.84715
158,1043221,1014120071,303.46071,11144.10818,0.02723,1912,501353,154.78,2100,68,Good,,1,0,0,classification,875 PARK AVENUE,MN,,R10,PI,0,-73.96093,40.77465
159,3397614,3023197501,6729.89011,19785.18356,0.34015,2009,421056,185.92401,2100,35,Good,,1,0,0,classification,144 NORTH 8 STREET,BK,,R6B,,0,-73.95828,40.71857
160,1078995,1000290036,676.5579,7845.84333,0.08623,1907,638573,171.74,2100,13,Good,,1,0,0,classification,1 WILLIAM STREET,MN,P,C5-5,LM,0,-74.01018,40.70476
161,1087552,1017890021,2534.59626,23539.4555,0.10767,2009,1114651,122.61808,2100,16,Good,,1,0,0,classification,245 EAST 124 STREET,MN,P,C4-4D,,0,-73.93456,40.80262
162,4441124,4020180001,6555.49689,87895.17024,0.07458,1939,1000309,103.35033,2100,17,Good,,1,0,0,classification,LONG ISLAND EXPWY,QN,C,PARK,,0,-73.85142,40.74705
163,1010392,1006017502,449.75162,8079.09327,0.05567,1900,621604,75.95675,2100,14,Good,,1,0,0,classification,43 CLARKSON STREET,MN,,M1-5,,0,-74.00785,40.72974
164,4590789,4018370001,295.37639,5554.87762,0.05317,2012,1261517,39.78478,2100,32,Good,,1,0,0,classification,86-01 51 AVENUE,QN,C,R7A,,0,-73.87691,40.73853
165,1089076,1017680111,231.42315,986.05251,0.2347,2011,1254914,56.1567,2100,17,Good,,1,0,0,classification,127 EAST 119 STREET,MN,P,R7B,,0,-73.94065,40.80099
166,2005621,2027110010,1313.19182,2538.43547,0.51732,1907,456243,47.99,2100,27,Good,,1,0,0,classification,928 KELLY STREET,BX,P,R7-1,,0,-73.89573,40.82022
167,1067973,1006800001,277317.6884,692314.9382,0.40057,1963,749711,175.7398,2100,15,Good,,1,1,0,greenroofs.com,360 WEST STREET,MN,P,M2-3,,0,-74.00239,40.75795
168,2119382,2026977501,2112.40897,18066.93348,0.11692,0,1190578,93.73944,2100,31,Good,,1,0,0,classification,920 WESTCHESTER AVENUE,BX,,R7-1,,1,-73.89717,40.82159
169,1015394,1008180051,1134.3405,14285.36854,0.07941,1910,105730,255.14,2100,38,Good,,1,0,0,classification,114 5 AVENUE,MN,,C6-4M,,0,-73.9927,40.73777
170,1010906,1006130008,405.38601,678.54661,0.59743,1899,764758,54.14,2100,27,Good,,1,0,0,classification,281 WEST 4 STREET,MN,,R6,,0,-74.00331,40.73599
171,1083796,1010750001,1491.7824,26728.47098,0.05581,1917,112870,167.51,2100,21,Good,,1,0,0,classification,636 11 AVENUE,MN,P,M2-4,CL,0,-73.99587,40.76367
172,3330648,3011420060,3185.58499,12189.93343,0.26133,1930,102821,60.07,2100,93,Good,,0,1,0,Visual - pre-classification,925 BERGEN STREET,BK,,M1-1,,0,-73.95644,40.67735
173,1015862,1008350041,7992.79984,85500.73071,0.09348,1931,778052,1238.79033,2100,50,Good,,1,1,0,greenroofs.com,338 5 AVENUE,MN,P,C5-3,MID,0,-73.98571,40.74847
174,1015528,1008237503,421.83036,4834.34371,0.08726,1910,970360,151.63,2100,38,Good,,1,0,0,classification,31 WEST 21 STREET,MN,,C6-4A,,0,-73.99208,40.74126
175,3069505,3027857501,45.12889,1121.13337,0.04025,0,26425,46.47,2100,26,Good,,0,1,0,greenroofs.com,550 GRAND STREET,BK,,R7A,,0,-73.94966,40.71087
176,1005320,1004107501,2367.56744,9397.25844,0.25194,2007,1108728,218.17295,2100,35,Good,,1,0,0,classification,101 LUDLOW STREET,MN,,C6-2A,,0,-73.989,40.71917
177,3051341,3018170072,573.15394,808.96121,0.70851,1899,123039,40,2100,51,Good,,1,0,0,classification,183 MADISON STREET,BK,P,R6B,,0,-73.9517,40.68477
178,1008760,1005430053,3654.87858,8587.44441,0.42561,1942,1109651,16.34145,2100,19,Good,,1,1,0,Visual - pre-classification,139 MAC DOUGAL STREET,MN,X,R7-2,,0,-74.00005,40.73087
179,3336367,3004800001,6325.8255,9955.95463,0.63538,1966,395293,16.93,2100,10,Good,,1,0,0,classification,527 SMITH STREET,BK,,M3-1,,0,-73.99775,40.67368
180,1070362,1011407502,764.42789,23141.95393,0.03303,1987,157106,301.83534,2100,78,Good,,1,0,0,classification,2000 BROADWAY,MN,P,R8B,,0,-73.98141,40.77552
181,1089709,1011057501,5942.08372,94054.80893,0.06318,2013,1262772,50.01268,2100,14,Good,,1,0,0,classification,625 WEST 57 STREET,MN,,C4-7,CL,0,-73.99309,40.7715
182,1090246,1000540030,3945.41857,14421.73337,0.27357,0,1256145,,2100,7,Good,,1,0,0,classification,LIBERTY STREET,MN,X,C6-9,LM,0,-74.01344,40.71004
183,1086044,1014870005,2206.59281,17407.02154,0.12676,2002,996754,89.96659,2100,23,Good,,1,0,0,classification,503 EAST 75 STREET,MN,X,R8B,,0,-73.95136,40.76881
184,1026966,1010750029,925.69259,3168.22342,0.29218,2012,1255897,85.12042,2100,35,Good,,1,0,0,classification,653 10 AVENUE,MN,,R8,CL,0,-73.99376,40.76241
185,2119474,2057130123,2674.82104,6740.65917,0.39682,2009,1109551,29.91368,2100,8,Good,,1,0,0,classification,291 WEST 231 STREET,BX,C,R6,,0,-73.90773,40.88074
186,1041671,1013890065,190.26864,4375.2812,0.04349,1899,242023,75.09,2100,64,Good,,1,0,0,classification,4 EAST 75 STREET,MN,,R8B,,0,-73.96506,40.7738
187,3414027,3070510033,5060.70787,59643.02751,0.08485,2011,1257346,126.1953,2100,7,Good,,1,0,0,classification,2954 WEST 29 STREET,BK,P,R7-2,,0,-73.9956,40.57383
188,3328161,3050520027,2496.74714,16847.14641,0.1482,1925,1257287,98.84472,2100,61,Good,,1,0,0,classification,100 PARKSIDE AVENUE,BK,,R7A,,0,-73.96466,40.65354
189,3025346,3010797501,320.94641,1903.90467,0.16857,1981,256137,47.33,2100,120,Good,,1,0,0,classification,582 2 STREET,BK,,R7B,,0,-73.9755,40.66976
190,2088238,2028270037,1123.05512,9029.40458,0.12438,1997,943851,24.3984,2100,65,Good,,1,0,0,classification,1896 WALTON AVENUE,BX,P,R8,,0,-73.90907,40.8497
191,1087501,1007947501,246.22347,8939.37015,0.02754,2005,996650,135.56,2100,30,Good,,1,0,0,classification,130 WEST 19 STREET,MN,,C6-3A,,0,-73.99606,40.74088
192,3059184,3021110011,1054.48457,6994.47597,0.15076,1928,787881,34.42,2100,42,Good,,1,1,0,Visual - pre-classification,321 ASHLAND PLACE,BK,C,C6-1,DB,0,-73.97778,40.686
193,2003692,2025570001,966.955,20452.52968,0.04728,1931,400251,48.74,2100,24,Good,,0,1,0,DPR,376 ST ANNS AVENUE,BX,C,PARK,,0,-73.91385,40.81154
194,1009758,1005810063,185.67671,23432.26701,0.00792,1926,388364,180.52,2100,12,Good,"Potentially more area, but unclear if green roof or planters",1,0,0,classification,225 VARICK STREET,MN,P,M1-5,,0,-74.00548,40.72917
195,1087548,1018717501,1961.74265,14925.59661,0.13143,2008,996800,363.51457,2100,86,Good,at least some green roof,1,0,0,classification,245 WEST 99 STREET,MN,,R9A,EC-3,0,-73.97041,40.79703
196,1072696,1014877502,630.12173,10848.77123,0.05808,1986,788096,382.33696,2100,16,Good,,1,0,0,classification,530 EAST 76 STREET,MN,P,R10,,0,-73.95007,40.76809
197,1087767,1008007504,1736.3197,19852.46104,0.08746,2006,1108006,450.66576,2100,33,Good,,1,0,0,classification,101 WEST 24 STREET,MN,,C6-4X,,0,-73.99239,40.74406
198,1047955,1015157502,422.48179,33931.36234,0.01245,1981,578306,289.18,2100,88,Good,,1,0,0,classification,120 EAST 87 STREET,MN,,C5-1A,,0,-73.95592,40.78017
199,3399109,3010480001,1109.26037,5961.7285,0.18606,2008,1166666,49.66344,2100,88,Good,,1,0,0,classification,575 5 AVENUE,BK,P,C4-3A,,0,-73.9895,40.66506
200,1040867,1013760065,195.58294,2260.03613,0.08654,1910,958115,76.21,2100,49,Good,,1,0,0,classification,8 EAST 62 STREET,MN,,R8B,,0,-73.97098,40.76573
201,3017517,3008977501,176.99537,1481.91768,0.11944,1899,781607,35.67,2100,91,Good,,1,0,0,classification,270 21 STREET,BK,,R6B,,0,-73.99247,40.66049
202,2103494,2038340070,5395.38851,37114.40655,0.14537,2001,1092620,73.41,2100,24,Good,,1,0,0,classification,2337 WATERBURY AVENUE,BX,C,M1-2,,0,-73.84694,40.83501
203,1012047,1006390001,3102.0033,76799.667,0.04039,1926,465469,178.56,2100,10,Good,,1,0,0,classification,445 WEST STREET,MN,P,C6-3,,0,-74.00847,40.73639
204,4000357,4000470016,424.13416,2559.46149,0.16571,1910,60073,40.45,2100,9,Good,,1,0,0,classification,10-41 47 AVENUE,QN,,M1-4/R6B,LIC,0,-73.95161,40.74546
205,1087218,1016240045,1384.50244,16210.13331,0.08541,0,996770,138.04115,2100,55,Good,,1,0,0,classification,1501 LEXINGTON AVENUE,MN,P,R7-2,,1,-73.94995,40.78614
206,4052718,4022510002,6197.42107,26427.51391,0.23451,1950,510783,67.64,2100,71,Good,,1,0,0,classification,72-81 113 STREET,QN,,R6,,0,-73.83539,40.71979
207,1013854,1007677505,316.1886,20546.68548,0.01539,1929,334098,316.83,2100,26,Good,,1,0,0,classification,210 WEST 18 STREET,MN,,C6-2A,,0,-73.99865,40.74092
208,1024714,1010160036,8144.21231,52983.05579,0.15371,1970,669247,700.68,2100,44,Good,,1,1,0,Visual - pre-classification,1515 BROADWAY,MN,P,C6-7T,MID,0,-73.98612,40.75782
209,1008776,1005447501,1009.2494,8154.68171,0.12376,1920,978397,151.81946,2100,40,Good,,1,0,0,classification,56 COOPER SQUARE,MN,,M1-5B,,0,-73.99125,40.72912
210,1013497,1007537502,183.77899,4307.59471,0.04266,0,508566,104.24,2100,31,Good,,1,0,0,classification,308 WEST 30 STREET,MN,,R8B,,1,-73.99602,40.74983
211,1038646,1013330018,606.60712,37731.10747,0.01608,1955,278462,138.4,2100,65,Good,,1,0,0,classification,2 TUDOR CITY PLACE,MN,,R10,,0,-73.9718,40.74837
212,1038590,1013300004,240.80369,21553.78171,0.01117,1960,164632,185.59,2100,46,Good,,1,0,0,classification,935 3 AVENUE,MN,,C6-6,MID,0,-73.96734,40.75953
213,1045818,1014650021,214.10331,24772.73595,0.00864,1966,693350,332.21,2100,37,Good,,1,0,0,classification,1313 YORK AVENUE,MN,P,R10,,0,-73.95478,40.76596
214,3394953,3031137501,5815.41377,26256.86083,0.22148,2010,1208803,87.63825,2100,20,Good,,1,0,0,classification,21 COOK STREET,BK,,R7A,,0,-73.94318,40.70264
215,1087278,1002047501,1549.21318,15491.73611,0.1,2004,996199,87.02,2100,37,Good,,1,0,0,classification,158 HESTER STREET,MN,,C6-2G,LI,0,-73.99693,40.71745
216,1015219,1008100001,610.74033,133204.8211,0.00458,1930,1058794,320.47874,2100,43,Good,,1,0,0,classification,441 7 AVENUE,MN,,C6-4,MID,0,-73.98971,40.75079
217,1087742,1015847501,1009.63209,22231.12,0.04542,2005,1062861,212.46876,2100,26,Good,,1,0,0,classification,170 EAST END AVENUE,MN,,R10A,,0,-73.94458,40.77611
218,1007119,1004770011,2601.6011,26020.86793,0.09998,1990,730010,320.85,2100,11,Good,,1,0,0,classification,57 WATTS STREET,MN,,M1-6,HSQ,0,-74.00535,40.72354
219,4003103,4002140040,27247.34352,41670.45077,0.65388,1919,439757,87.85307,2100,27,Good,,1,1,0,greenroofs.com,37-02 NORTHERN BOULEVARD,QN,P,M1-5,,0,-73.92535,40.75194
220,1012010,1006370077,662.03442,6098.34956,0.10856,1911,352371,92.5,2100,12,Good,,1,0,0,classification,161 PERRY STREET,MN,,C1-6A,,0,-74.00919,40.73496
221,1008904,1005527501,1668.39944,16459.96871,0.10136,1986,641500,58.23,2100,28,Good,"lots of adjacent tree canopy, unclear if planters of part of roof",1,0,0,classification,126 WAVERLY PLACE,MN,,R7-2,,0,-73.99994,40.73247
222,3058512,3020900044,216.57629,1053.90043,0.2055,1901,300567,39.78,2100,67,Good,,1,0,0,classification,220 ADELPHI STREET,BK,,R6B,,0,-73.97175,40.69103
223,1041864,1013930014,304.59924,1894.28814,0.1608,0,634236,89.92289,2100,67,Good,,0,0,1,post-classification digitization,1012 MADISON AVENUE,MN,,C5-1,,1,-73.96273,40.7759
224,1037545,1013150001,7457.1949,18317.22854,0.40711,1958,745199,342.32,2100,35,Good,,1,0,0,classification,655 3 AVENUE,MN,P,C5-3,MID,0,-73.97444,40.75028
225,1010211,1005920011,255.07783,860.3675,0.29648,1899,413539,40.1,2100,17,Good,,1,0,0,classification,116 WEST WASHINGTON PLCE,MN,,R6,,0,-74.00131,40.73258
226,1086030,1016240015,1367.45545,9617.58448,0.14218,2002,996769,214.47493,2100,59,Good,,1,0,0,classification,1490 LEXINGTON AVENUE,MN,,C1-8X,,0,-73.95083,40.78641
227,1088906,1016527501,1646.48579,24110.94141,0.06829,2013,1250526,73.78086,5100,11,Good,,1,0,0,classification,222 EAST 104 STREET,MN,X,R7-2,,0,-73.9444,40.7893
228,1075682,1006350008,858.15858,1979.91639,0.43343,1910,445803,16.93,2100,13,Good,,1,0,0,classification,747 WASHINGTON STREET,MN,,C1-6A,,0,-74.00804,40.7367
229,1008629,1005357501,305.70419,40514.69175,0.00755,1908,330628,220.87801,2100,39,Good,,1,0,0,classification,14 WEST 4 STREET,MN,,C6-2,,0,-73.99451,40.72839
230,1042055,1013977505,744.56703,15645.39514,0.04759,1927,822985,284.77,2100,53,Good,at least some green roof,1,0,0,classification,140 EAST 63 STREET,MN,,C1-8X,,0,-73.96625,40.76435
231,1088844,1005387501,3433.94606,12881.84069,0.26657,2010,1257105,132.46595,2100,-4,Good,,1,1,0,Visual - pre-classification,58 WASHINGTON SQUARE S,MN,,R7-2,,0,-73.99815,40.72998
232,1088805,1016457502,444.63825,6048.71139,0.07351,0,1257128,74.23391,2100,17,Good,,0,1,0,greenhomenyc.org,1885 LEXINGTON AVENUE,MN,,R7D,,1,-73.94077,40.79947
233,1090199,1006927502,804.59908,17831.02376,0.04512,2016,1279123,80,2100,8,Good,,1,0,0,classification,500 WEST 21 STREET,MN,,C6-2,WCH,1,-74.00573,40.74603
234,2124641,2035400001,5365.78788,7298.97129,0.73514,2014,1261133,26.8021,2100,12,Good,,1,0,0,classification,501 ZEREGA AVENUE,BX,C,M1-1,,0,-73.84392,40.81786
235,1080469,1007570017,540.19889,5127.00363,0.10536,2013,1257111,267.26611,2100,42,Good,,1,0,0,classification,325 WEST 33 STREET,MN,,C6-4,HY,0,-73.99518,40.75217
236,1088477,1017457503,1680.50879,4885.41896,0.34398,0,1200390,79.95985,2100,33,Good,,1,0,0,classification,1820 MADISON AVENUE,MN,,R7-2,,1,-73.94393,40.80164
237,3062358,3023487501,1181.16707,59798.2601,0.01975,1914,309971,85.84,2100,10,Good,,1,0,0,classification,184 KENT AVENUE,BK,,R6,,0,-73.96408,40.71844
238,2009171,2028800017,1740.54559,12389.60452,0.14048,1969,674686,160.62092,2100,49,Good,,1,0,0,classification,1520 SEDGWICK AVENUE,BX,P,R7-1,,0,-73.92442,40.84703
239,3401675,3001990010,499.73168,16188.64013,0.03087,,1276612,,2100,6,Good,,1,0,0,classification,60 FURMAN STREET,BK,,M2-1,,0,-73.99569,40.70221
240,1007184,1004807503,955.61967,4905.95336,0.19479,2016,1268113,14.16972,2100,38,Good,,1,0,0,classification,199 MOTT STREET,MN,,C6-1,LI,0,-73.99589,40.72127
241,1012811,1007220057,867.74723,16597.36418,0.05228,1975,697098,80.41,2100,13,Good,,0,1,0,DPR,430 WEST 25 STREET,MN,C,R7B,,0,-74.00226,40.74837
242,1085656,1005330001,9622.85722,57561.56102,0.16718,1959,1089920,8.7561,5110,30,Good,ground level of NYU campus,1,0,0,classification,1 WASHINGTON SQ VLLGE,MN,P,C1-7,,0,-73.99726,40.72831
243,1088889,1011520058,4960.2498,17186.3752,0.28862,2011,1249820,155.3865,2100,28,Good,See https://www.scapestudio.com/projects/abraham-joshua-heschel-school-play-roof/,1,0,0,classification,246 WEST 61 STREET,MN,,C4-7,,0,-73.98933,40.77251
244,1007234,1004837502,942.96928,8587.04224,0.10981,1900,301832,113.95,2100,28,Good,,1,0,0,classification,56 CROSBY STREET,MN,,M1-5B,,0,-73.99902,40.72245
245,1076851,1004430004,41.37561,734.24529,0.05635,1900,801497,49.7,2100,37,Good,Not visible in newer imagery on google maps,0,0,1,post-classification digitization,26 2 AVENUE,MN,P,C6-2A,,0,-73.99015,40.7244
246,1087535,1008077501,699.07261,22095.37879,0.03164,2005,999549,605.35695,2100,40,Good,,1,1,0,DEP,125 WEST 31 STREET,MN,,C6-4.5,MID,0,-73.9903,40.74864
247,4007945,4006010035,241.51593,1614.1423,0.14962,1928,364302,21.61537,2100,46,Good,,1,0,0,classification,32-16 36 AVENUE,QN,,M1-2/R5B,LIC,0,-73.92843,40.75582
248,3082733,3036220056,2412.06449,12322.02956,0.19575,2010,1256197,54.48542,2100,21,Good,,1,0,0,classification,39 HEGEMAN AVENUE,BK,,R6,,0,-73.91079,40.656
249,1012831,1007270001,52131.55892,174248.1873,0.29918,1931,227363,201.95,2100,25,Good,,1,1,0,greenroofs.com,401 WEST 29 STREET,MN,X,M1-5,,0,-74.00012,40.75131
250,1075692,1012650050,1960.13751,13655.91767,0.14354,1937,573442,127.5,2100,71,Good,,1,1,0,greenroofs.com,610 5 AVENUE,MN,,C5-2.5,MID,0,-73.97765,40.75852
251,1041883,1013930052,636.41366,12822.99555,0.04963,1958,162098,210.1794,2100,70,Good,,1,0,0,classification,50 EAST 79 STREET,MN,P,C5-1,MP,0,-73.9619,40.77583
252,2112796,2026780068,3974.14119,10204.00827,0.38947,2004,949722,64.33,2100,72,Good,,1,1,0,greenroofs.com,951 PROSPECT AVENUE,BX,P,R6,,0,-73.90082,40.82249
253,3189114,3070230016,290.43222,3074.35337,0.09447,1930,636164,29.81,2100,6,Good,,0,0,1,post-classification digitization,2826 STILLWELL AVENUE,BK,,R6,,0,-73.98237,40.57849
254,1024922,1010300058,1398.94814,23806.91789,0.05876,1940,715441,295.99,2100,79,Good,was not in training data,1,0,0,greenroofs.com,240 CENTRAL PARK SOUTH,MN,,C5-1,,0,-73.98137,40.76737
255,1035318,1012750023,734.45255,17920.57117,0.04098,1926,340883,336.64,2100,76,Good,,1,0,0,classification,285 MADISON AVENUE,MN,P,C5-3,MID,0,-73.97954,40.75149
256,3345704,3061530001,3417.52789,43385.06396,0.07877,1931,12900,49.56254,2100,43,Good,,1,0,0,classification,9275 FT HAMILTON PARKWAY,BK,P,R5B,BR,0,-74.03295,40.60918
257,1083373,1000160100,9409.24854,28805.40786,0.32665,1983,1117717,83.34453,2100,16,Good,,1,0,0,classification,345 SOUTH END AVENUE,MN,O,BPC,BPC,0,-74.01639,40.71081
258,3345713,3061530001,3630.23113,3721.97412,0.97535,1931,471494,15.80574,2100,38,Good,,1,0,0,classification,9275 FT HAMILTON PARKWAY,BK,P,R5B,BR,0,-74.03206,40.60893
259,1083378,1000160100,5178.75117,35650.09066,0.14527,1983,850068,299.17,2100,16,Good,at least some green roof,1,0,0,classification,345 SOUTH END AVENUE,MN,O,BPC,BPC,0,-74.01662,40.71046
260,3422969,3051280034,1365.64531,2856.31314,0.47811,,1275923,62.00891,2100,39,Good,,1,0,0,classification,2513 TILDEN AVENUE,BK,X,R6,,0,-73.95361,40.64716
261,1002683,1002097502,247.27771,2562.40435,0.0965,1895,970215,90.84238,2100,15,Good,,1,0,0,classification,29 HOWARD STREET,MN,,M1-5B,,0,-74.00082,40.71939
262,1037986,1013210001,363.21401,24043.47324,0.01511,1964,758598,319.43,2100,39,Good,,1,0,0,classification,757 3 AVENUE,MN,,C5-3,MID,0,-73.97128,40.75372
263,4596217,4004187501,1632.11402,129.90352,12.56405,2015,1263003,0,2100,0,Good,,1,1,0,Visual - pre-classification,29-11 QUEENS PLAZA NORTH,QN,,M1-6/R10,,1,-73.93737,40.75018
264,1007110,1004760071,123.85532,2836.14792,0.04367,1900,1941,91.57061,2100,6,Good,,1,0,0,classification,362 WEST BROADWAY,MN,,M1-5A,,0,-74.00336,40.72309
265,1082656,1012650050,2091.63852,13588.94808,0.15392,1937,264671,129.88,2100,69,Good,,1,1,0,classification,610 5 AVENUE,MN,,C5-2.5,MID,0,-73.97787,40.75821
266,1014445,1007860051,1929.42323,36956.94779,0.05221,1920,247713,331.01058,2100,41,Good,,1,0,0,classification,498 7 AVENUE,MN,,M1-6,GC,0,-73.99022,40.75277
267,1059497,1019610039,2642.66258,71875.23925,0.03677,1970,482852,179.32,2100,141,Good,at least some green roof,1,0,0,classification,1165 AMSTERDAM AVENUE,MN,X,R8,,0,-73.95991,40.80734
268,1088432,1018527501,32252.50721,64956.74041,0.49652,2007,1109592,299.28819,2100,85,Good,,1,0,0,classification,808 COLUMBUS AVENUE,MN,,R7-2,,0,-73.96655,40.79472
269,1088202,1006950034,78.8789,1507.70334,0.05232,1995,943972,43.28,2100,9,Good,,0,0,1,post-classification digitization,501 WEST 23 STREET,MN,P,C6-3A,WCH,0,-74.0043,40.74795
270,1041534,1013887501,262.81243,14039.43877,0.01872,1950,287467,228.19,2100,66,Good,,1,0,0,classification,923 5 AVENUE,MN,P,R10,PI,0,-73.9659,40.77307
271,1041895,1013930070,195.0951,2495.06837,0.07819,1910,115066,88.4,2100,77,Good,,1,0,0,classification,973 5 AVENUE,MN,P,R10,PI,0,-73.96367,40.77667
272,4080168,4033600001,1368.32263,57157.19979,0.02394,1924,1264172,281.77839,2100,121,Good,,1,0,0,classification,82-37 KEW GARDENS ROAD,QN,O,C4-4,,0,-73.82722,40.71189
273,1041681,1013897501,226.09207,6611.46793,0.0342,1929,350285,183.24469,2100,55,Good,,1,0,0,classification,23 EAST 74 STREET,MN,,C5-1,MP,0,-73.96469,40.77336
274,1077681,1004430004,280.34411,522.92872,0.5361,1900,144064,49.12,2100,38,Good,Not visible in newer imagery on google maps,1,0,0,classification,26 2 AVENUE,MN,P,C6-2A,,0,-73.99021,40.72434
275,4541694,4043270001,8915.1109,162276.6018,0.05494,2012,1260003,79.47073,2100,13,Good,,1,0,0,classification,127-10 28 AVENUE,QN,C,M2-1,CP,0,-73.83997,40.77192
276,1081406,1012680001,6688.39808,20021.83721,0.33406,1963,316464,491.87,2100,64,Good,,1,0,0,classification,51 WEST 52 STREET,MN,,C5-3,MID,0,-73.97882,40.76123
277,1086078,1001060002,220.53028,1696.20688,0.13001,2008,1114709,75.22553,2100,11,Good,,1,0,0,classification,276 WATER STREET,MN,P,C6-2A,LM,0,-74.00117,40.70889
